Time (s),SpO2 (%)
0.0,98.0
0.01001001001001001,98.1508041291648
0.02002002002002002,98.30074964362787
0.03003003003003003,98.44898281727515
0.04004004004004004,98.59465967333435
0.050050050050050046,98.7369507896205
0.06006006006006006,98.87504602091381
0.07007007007007007,99.00815911158264
0.08008008008008008,99.13553217218941
0.09009009009009009,99.25643999459129
0.10010010010010009,99.37019418096756
0.11011011011011011,99.47614706326468
0.12012012012012012,99.57369539074318
0.13013013013013014,99.66228376463138
0.14014014014014015,99.74140780033025
0.15015015015015015,99.81061699916519
0.16016016016016016,99.8695173133343
0.17017017017017017,99.9177733894493
0.18018018018018017,99.95511047789537
0.19019019019019018,99.98131599713886
0.20020020020020018,99.99624074407629
0.21021021021021022,99.9997997435335
0.22022022022022023,99.99197273207821
0.23023023023023023,99.97280427339143
0.24024024024024024,99.94240350454075
0.2502502502502503,99.90094351460023
0.2602602602602603,99.84866035915462
0.2702702702702703,99.78585171629913
0.2802802802802803,99.7128751917867
0.2902902902902903,99.63014628297252
0.3003003003003003,99.53813601314863
0.3103103103103103,99.43736824973708
0.3203203203203203,99.32841672161123
0.3303303303303303,99.2119017525271
0.34034034034034033,99.08848672926315
0.35035035035035034,98.95887432457762
0.36036036036036034,98.82380249648799
0.37037037037037035,98.68404028665134
0.38038038038038036,98.54038344176756
0.39039039039039036,98.3936498829354
0.40040040040040037,98.24467504875692
0.41041041041041043,98.09430713870461
0.42042042042042044,97.94340228383376
0.43043043043043044,97.79281967233553
0.44044044044044045,97.64341665768404
0.45045045045045046,97.49604387722975
0.46046046046046046,97.35154040903126
0.47047047047047047,97.21072899450112
0.4804804804804805,97.0744113540654
0.4904904904904905,96.9433636225079
0.5005005005005005,96.81833192998809
0.5105105105105106,96.7000281538927
0.5205205205205206,96.5891258657081
0.5305305305305306,96.48625649599002
0.5405405405405406,96.39200573926612
0.5505505505505506,96.30691021933988
0.5605605605605606,96.23145443398245
0.5705705705705706,96.16606799640797
0.5805805805805806,96.11112318923834
0.5905905905905906,96.06693284488392
0.6006006006006006,96.0337485644086
0.6106106106106106,96.01175928502012
0.6206206206206206,96.00109020434186
0.6306306306306306,96.00180206759063
0.6406406406406406,96.01389082171926
0.6506506506506506,96.03728763849288
0.6606606606606606,96.0718593063677
0.6706706706706707,96.117408988941
0.6806806806806807,96.17367734565403
0.6906906906906907,96.24034400836715
0.7007007007007007,96.3170294053999
0.7107107107107107,96.4032969226512
0.7207207207207207,96.49865538949454
0.7307307307307307,96.60256187529527
0.7407407407407407,96.71442478062693
0.7507507507507507,96.83360720558746
0.7607607607607607,96.95943057603684
0.7707707707707707,97.09117850711024
0.7807807807807807,97.22810088200934
0.7907907907907907,97.369418122849
0.8008008008008007,97.51432562924282
0.8108108108108109,97.6619983593563
0.8208208208208209,97.81159552734475
0.8308308308308309,97.96226539043107
0.8408408408408409,98.11315009836758
0.8508508508508509,98.26339057767125
0.8608608608608609,98.41213142282338
0.8708708708708709,98.55852576658566
0.8808808808808809,98.70174010170265
0.8908908908908909,98.84095902653843
0.9009009009009009,98.97538988762727
0.9109109109109109,99.10426729270614
0.9209209209209209,99.22685746853332
0.9309309309309309,99.3424624386818
0.9409409409409409,99.4504239975208
0.950950950950951,99.5501274577592
0.960960960960961,99.64100515021417
0.970970970970971,99.72253965587846
0.980980980980981,99.79426675188462
0.990990990990991,99.85577805459302
1.001001001001001,99.90672334475487
1.011011011011011,99.946812561512
1.021021021021021,99.97581745388035
1.031031031031031,99.99357288031406
1.0410410410410411,99.99997774895142
1.0510510510510511,99.994995593189
1.0610610610610611,99.97865477930699
1.0710710710710711,99.95104834496368
1.0810810810810811,99.9123334694785
1.0910910910910911,99.86273057891971
1.1011011011011012,99.80252209109189
1.1111111111111112,99.73205080756888
1.1211211211211212,99.65171796192709
1.1311311311311312,99.56198093529183
1.1411411411411412,99.46335065220336
1.1511511511511512,99.35638867162933
1.1611611611611612,99.24170398968648
1.1711711711711712,99.11994957227519
1.1811811811811812,98.99181863736878
1.1911911911911912,98.85804070812465
1.2012012012012012,98.71937745928906
1.2112112112112112,98.57661838054445
1.2212212212212212,98.43057628149018
1.2312312312312312,98.28208266384983
1.2412412412412412,98.13198298725324
1.2512512512512513,97.9811318555482
1.2612612612612613,97.83038815104898
1.2712712712712713,97.6806101444249
1.2812812812812813,97.53265060807149
1.2912912912912913,97.38735196078643
1.3013013013013013,97.24554147139446
1.3113113113113113,97.10802654862985
1.3213213213213213,96.97559014409377
1.3313313313313313,96.84898629446022
1.3413413413413413,96.72893582831124
1.3513513513513513,96.61612226204491
1.3613613613613613,96.51118790822316
1.3713713713713713,96.41473021851664
1.3813813813813813,96.32729838206845
1.3913913913913913,96.24939019864438
1.4014014014014013,96.18144924437222
1.4114114114114114,96.12386234620767
1.4214214214214214,96.07695737950576
1.4314314314314314,96.04100140123776
1.4414414414414414,96.01619912948225
1.4514514514514514,96.00269177784709
1.4614614614614614,96.00055625145922
1.4714714714714714,96.00980470909947
1.4814814814814814,96.03038449397559
1.4914914914914914,96.0621784335277
1.5015015015015014,96.10500550655914
1.5115115115115114,96.15862187389428
1.5215215215215214,96.22272226669529
1.5315315315315314,96.29694172453338
1.5415415415415414,96.38085767331852
1.5515515515515514,96.47399233125694
1.5615615615615615,96.57581542913795
1.5715715715715715,96.68574722946163
1.5815815815815815,96.80316182721815
1.5915915915915915,96.92739071352523
1.6016016016016015,97.05772658183396
1.6116116116116117,97.19342735503204
1.6216216216216217,97.33372041051588
1.6316316316316317,97.47780697917582
1.6416416416416417,97.62486669324832
1.6516516516516517,97.77406225714185
1.6616616616616617,97.92454421464257
1.6716716716716717,98.07545578535743
1.6816816816816818,98.22593774285815
1.6916916916916918,98.37513330675168
1.7017017017017018,98.52219302082418
1.7117117117117118,98.66627958948412
1.7217217217217218,98.80657264496796
1.7317317317317318,98.94227341816604
1.7417417417417418,99.07260928647476
1.7517517517517518,99.19683817278185
1.7617617617617618,99.31425277053837
1.7717717717717718,99.42418457086205
1.7817817817817818,99.52600766874305
1.7917917917917918,99.61914232668148
1.8018018018018018,99.70305827546662
1.8118118118118118,99.77727773330471
1.8218218218218218,99.84137812610572
1.8318318318318318,99.89499449344086
1.8418418418418419,99.9378215664723
1.8518518518518519,99.96961550602441
1.8618618618618619,99.99019529090053
1.8718718718718719,99.99944374854078
1.8818818818818819,99.99730822215291
1.8918918918918919,99.98380087051775
1.901901901901902,99.95899859876224
1.911911911911912,99.92304262049426
1.921921921921922,99.87613765379233
1.931931931931932,99.81855075562778
1.941941941941942,99.75060980135562
1.951951951951952,99.67270161793155
1.961961961961962,99.58526978148338
1.971971971971972,99.48881209177684
1.981981981981982,99.38387773795509
1.991991991991992,99.27106417168876
2.002002002002002,99.15101370553978
2.012012012012012,99.02440985590623
2.022022022022022,98.89197345137015
2.032032032032032,98.75445852860554
2.042042042042042,98.61264803921357
2.052052052052052,98.46734939192851
2.062062062062062,98.3193898555751
2.0720720720720722,98.16961184895102
2.0820820820820822,98.01886814445179
2.0920920920920922,97.86801701274676
2.1021021021021022,97.71791733615017
2.1121121121121122,97.56942371850981
2.1221221221221223,97.42338161945555
2.1321321321321323,97.28062254071092
2.1421421421421423,97.14195929187534
2.1521521521521523,97.00818136263122
2.1621621621621623,96.88005042772481
2.1721721721721723,96.75829601031352
2.1821821821821823,96.64361132837067
2.1921921921921923,96.53664934779664
2.2022022022022023,96.43801906470817
2.2122122122122123,96.34828203807291
2.2222222222222223,96.26794919243112
2.2322322322322323,96.19747790890811
2.2422422422422423,96.13726942108029
2.2522522522522523,96.0876665305215
2.2622622622622623,96.04895165503632
2.2722722722722724,96.02134522069301
2.2822822822822824,96.005004406811
2.2922922922922924,96.00002225104858
2.3023023023023024,96.00642711968594
2.3123123123123124,96.02418254611965
2.3223223223223224,96.053187438488
2.3323323323323324,96.09327665524513
2.3423423423423424,96.14422194540698
2.3523523523523524,96.20573324811537
2.3623623623623624,96.27746034412154
2.3723723723723724,96.35899484978583
2.3823823823823824,96.4498725422408
2.3923923923923924,96.5495760024792
2.4024024024024024,96.6575375613182
2.4124124124124124,96.77314253146668
2.4224224224224224,96.89573270729386
2.4324324324324325,97.02461011237273
2.4424424424424425,97.15904097346157
2.4524524524524525,97.29825989829735
2.4624624624624625,97.44147423341434
2.4724724724724725,97.58786857717662
2.4824824824824825,97.73660942232875
2.4924924924924925,97.88684990163242
2.5025025025025025,98.03773460956893
2.5125125125125125,98.18840447265525
2.5225225225225225,98.3380016406437
2.5325325325325325,98.48567437075717
2.5425425425425425,98.630581877151
2.5525525525525525,98.77189911799066
2.5625625625625625,98.90882149288976
2.5725725725725725,99.04056942396316
2.5825825825825826,99.16639279441254
2.5925925925925926,99.28557521937307
2.6026026026026026,99.39743812470473
2.6126126126126126,99.50134461050544
2.6226226226226226,99.5967030773488
2.6326326326326326,99.6829705946001
2.6426426426426426,99.75965599163285
2.6526526526526526,99.82632265434597
2.6626626626626626,99.882591011059
2.6726726726726726,99.9281406936323
2.6826826826826826,99.96271236150712
2.6926926926926926,99.98610917828073
2.7027027027027026,99.99819793240937
2.7127127127127126,99.99890979565814
2.7227227227227226,99.98824071497988
2.7327327327327327,99.9662514355914
2.7427427427427427,99.93306715511608
2.7527527527527527,99.88887681076166
2.7627627627627627,99.83393200359203
2.7727727727727727,99.76854556601755
2.7827827827827827,99.69308978066012
2.7927927927927927,99.60799426073389
2.8028028028028027,99.51374350400998
2.8128128128128127,99.4108741342919
2.8228228228228227,99.2999718461073
2.8328328328328327,99.18166807001192
2.8428428428428427,99.05663637749211
2.8528528528528527,98.9255886459346
2.8628628628628627,98.78927100549889
2.8728728728728727,98.64845959096874
2.8828828828828827,98.50395612277025
2.8928928928928928,98.35658334231596
2.9029029029029028,98.20718032766449
2.9129129129129128,98.05659771616624
2.9229229229229228,97.90569286129539
2.932932932932933,97.75532495124308
2.942942942942943,97.6063501170646
2.952952952952953,97.45961655823244
2.962962962962963,97.31595971334866
2.972972972972973,97.17619750351201
2.982982982982983,97.04112567542238
2.992992992992993,96.91151327073685
3.003003003003003,96.7880982474729
3.013013013013013,96.67158327838878
3.023023023023023,96.56263175026292
3.033033033033033,96.46186398685137
3.043043043043043,96.36985371702748
3.053053053053053,96.2871248082133
3.063063063063063,96.21414828370087
3.073073073073073,96.15133964084539
3.083083083083083,96.09905648539979
3.093093093093093,96.05759649545925
3.103103103103103,96.02719572660857
3.113113113113113,96.00802726792179
