Time (s),RESP (breaths/min)
0.0,20.0
0.01001001001001001,20.062893089193704
0.02002002002002002,20.12577622694688
0.03003003003003003,20.188639463393585
0.04004004004004004,20.251472851816832
0.050050050050050046,20.31426645022241
0.06006006006006006,20.377010322912007
0.07007007007007007,20.439694542055307
0.08008008008008008,20.50230918926084
0.09009009009009009,20.564844357145365
0.10010010010010009,20.62729015090148
0.11011011011011011,20.689636689863267
0.12012012012012012,20.751874109069682
0.13013013013013014,20.813992560825472
0.14014014014014015,20.875982216259345
0.15015015015015015,20.937833266879185
0.16016016016016016,20.99953592612402
0.17017017017017017,21.06108043091254
0.18018018018018017,21.122457043187865
0.19019019019019018,21.1836560514584
0.20020020020020018,21.24466777233446
0.21021021021021022,21.305482552060443
0.22022022022022023,21.36609076804233
0.23023023023023023,21.426482830370247
0.24024024024024024,21.48664918333586
0.2502502502502503,21.546580306944346
0.2602602602602603,21.60626671842072
0.2702702702702703,21.66569897371029
0.2802802802802803,21.72486766897295
0.2902902902902903,21.78376344207116
0.3003003003003003,21.84237697405125
0.3103103103103103,21.900698990617983
0.3203203203203203,21.958720263601986
0.3303303303303303,22.016431612419908
0.34034034034034033,22.073823905527036
0.35035035035035034,22.130888061862176
0.36036036036036034,22.18761505228452
0.37037037037037035,22.24399590100231
0.38038038038038036,22.300021686993055
0.39039039039039036,22.35568354541509
0.40040040040040037,22.41097266901024
0.41041041041041043,22.465880309497372
0.42042042042042044,22.52039777895662
0.43043043043043044,22.57451645120406
0.44044044044044045,22.628227763156602
0.45045045045045046,22.68152321618691
0.46046046046046046,22.734394377468135
0.47047047047047047,22.78683288130821
0.4804804804804805,22.83883043047354
0.4904904904904905,22.890378797501853
0.5005005005005005,22.941469826004024
0.5105105105105106,22.992095431954635
0.5205205205205206,23.042247604971084
0.5305305305305306,23.091918409581076
0.5405405405405406,23.14109998647821
0.5505505505505506,23.18978455376556
0.5605605605605606,23.23796440818697
0.5705705705705706,23.285631926345943
0.5805805805805806,23.33277956591186
0.5905905905905906,23.379399866813394
0.6006006006006006,23.425485452418904
0.6106106106106106,23.471029030703612
0.6206206206206206,23.51602339540342
0.6306306306306306,23.56046142715513
0.6406406406406406,23.604336094622926
0.6506506506506506,23.647640455610944
0.6606606606606606,23.690367658161694
0.6706706706706707,23.73251094164026
0.6806806806806807,23.774063637803994
0.6906906906906907,23.815019171857635
0.7007007007007007,23.855371063493624
0.7107107107107107,23.895112927917456
0.7207207207207207,23.93423847685795
0.7307307307307307,23.97274151956222
0.7407407407407407,24.01061596377522
0.7507507507507507,24.04785581670372
0.7607607607607607,24.08445518596453
0.7707707707707707,24.12040828051682
0.7807807807807807,24.155709411578467
0.7907907907907907,24.190352993526133
0.8008008008008007,24.22433354477909
0.8108108108108109,24.257645688666557
0.8208208208208209,24.29028415427844
0.8308308308308309,24.322243777299324
0.8408408408408409,24.353519500825637
0.8508508508508509,24.384106376165768
0.8608608608608609,24.413999563623097
0.8708708708708709,24.44319433326178
0.8808808808808809,24.471686065655135
0.8908908908908909,24.49947025261659
0.9009009009009009,24.526542497912985
0.9109109109109109,24.552898517960177
0.9209209209209209,24.578534142500843
0.9309309309309309,24.603445315264317
0.9409409409409409,24.62762809460839
0.950950950950951,24.65107865414302
0.960960960960961,24.673793283335755
